state_abbreviation,county_name,study_year,center_type,development_stage,median_weekly_childcare_cost
VA,Buena Vista city,2010,Center,Infant,140
VA,Buena Vista city,2010,Center,Toddler,120
VA,Buena Vista city,2010,Center,Preschool,120
VA,Buena Vista city,2011,Family,Infant,110
VA,Buena Vista city,2011,Family,Toddler,96
VA,Buena Vista city,2011,Family,Preschool,96
VA,Buena Vista city,2011,Center,Infant,140
VA,Buena Vista city,2011,Center,Toddler,122.5
VA,Buena Vista city,2011,Center,Preschool,122.5
VA,Buena Vista city,2012,Family,Infant,110
VA,Buena Vista city,2012,Family,Toddler,100
VA,Buena Vista city,2012,Family,Preschool,100
VA,Buena Vista city,2012,Center,Infant,140
VA,Buena Vista city,2012,Center,Toddler,125
VA,Buena Vista city,2012,Center,Preschool,125
VA,Buena Vista city,2013,Family,Infant,120
VA,Buena Vista city,2013,Family,Toddler,103.33
VA,Buena Vista city,2013,Family,Preschool,103.33
VA,Buena Vista city,2013,Center,Infant,148.33
VA,Buena Vista city,2013,Center,Toddler,130
VA,Buena Vista city,2013,Center,Preschool,130
VA,Buena Vista city,2014,Family,Infant,130
VA,Buena Vista city,2014,Family,Toddler,106.67
VA,Buena Vista city,2014,Family,Preschool,106.67
VA,Buena Vista city,2014,Center,Infant,156.67
VA,Buena Vista city,2014,Center,Toddler,135
VA,Buena Vista city,2014,Center,Preschool,135
VA,Buena Vista city,2015,Family,Infant,140
VA,Buena Vista city,2015,Family,Toddler,110
VA,Buena Vista city,2015,Family,Preschool,110
VA,Buena Vista city,2015,Center,Infant,165
VA,Buena Vista city,2015,Center,Toddler,140
VA,Buena Vista city,2015,Center,Preschool,140
VA,Buena Vista city,2016,Family,Infant,135
VA,Buena Vista city,2016,Family,Toddler,115
VA,Buena Vista city,2016,Family,Preschool,115
VA,Buena Vista city,2016,Center,Infant,165
VA,Buena Vista city,2016,Center,Toddler,140
VA,Buena Vista city,2016,Center,Preschool,140
VA,Buena Vista city,2017,Family,Infant,130
VA,Buena Vista city,2017,Family,Toddler,120
VA,Buena Vista city,2017,Family,Preschool,120
VA,Buena Vista city,2017,Center,Infant,165
VA,Buena Vista city,2017,Center,Toddler,140
VA,Buena Vista city,2017,Center,Preschool,140
VA,Buena Vista city,2018,Family,Infant,125
VA,Buena Vista city,2018,Family,Toddler,125
VA,Buena Vista city,2018,Family,Preschool,125
VA,Buena Vista city,2018,Center,Infant,165
VA,Buena Vista city,2018,Center,Toddler,140
VA,Buena Vista city,2018,Center,Preschool,140
VA,Charlottesville city,2009,Family,Infant,140
VA,Charlottesville city,2009,Family,Toddler,97.5
VA,Charlottesville city,2009,Family,Preschool,97.5
VA,Charlottesville city,2009,Center,Infant,210.5
VA,Charlottesville city,2009,Center,Toddler,172
VA,Charlottesville city,2009,Center,Preschool,172
VA,Charlottesville city,2010,Family,Infant,135
VA,Charlottesville city,2010,Family,Toddler,100
VA,Charlottesville city,2010,Family,Preschool,100
VA,Charlottesville city,2010,Center,Infant,223
VA,Charlottesville city,2010,Center,Toddler,184
VA,Charlottesville city,2010,Center,Preschool,184
VA,Charlottesville city,2011,Family,Infant,130
VA,Charlottesville city,2011,Family,Toddler,102.5
VA,Charlottesville city,2011,Family,Preschool,102.5
VA,Charlottesville city,2011,Center,Infant,235.5
VA,Charlottesville city,2011,Center,Toddler,196
VA,Charlottesville city,2011,Center,Preschool,196
VA,Charlottesville city,2012,Family,Infant,125
VA,Charlottesville city,2012,Family,Toddler,105
VA,Charlottesville city,2012,Family,Preschool,105
VA,Charlottesville city,2012,Center,Infant,248
VA,Charlottesville city,2012,Center,Toddler,208
VA,Charlottesville city,2012,Center,Preschool,208
VA,Charlottesville city,2013,Family,Infant,133.33
VA,Charlottesville city,2013,Family,Toddler,120
VA,Charlottesville city,2013,Family,Preschool,120
VA,Charlottesville city,2013,Center,Infant,252
VA,Charlottesville city,2013,Center,Toddler,208.67
VA,Charlottesville city,2013,Center,Preschool,208.67
VA,Charlottesville city,2014,Family,Infant,141.67
VA,Charlottesville city,2014,Family,Toddler,135
VA,Charlottesville city,2014,Family,Preschool,135
VA,Charlottesville city,2014,Center,Infant,256
VA,Charlottesville city,2014,Center,Toddler,209.33
VA,Charlottesville city,2014,Center,Preschool,209.33
VA,Charlottesville city,2015,Family,Infant,150
VA,Charlottesville city,2015,Family,Toddler,150
VA,Charlottesville city,2015,Family,Preschool,150
VA,Charlottesville city,2015,Center,Infant,260
VA,Charlottesville city,2015,Center,Toddler,210
VA,Charlottesville city,2015,Center,Preschool,210
VA,Charlottesville city,2016,Family,Infant,148.33
VA,Charlottesville city,2016,Family,Toddler,143.33
VA,Charlottesville city,2016,Family,Preschool,143.33
VA,Charlottesville city,2016,Center,Infant,260
VA,Charlottesville city,2016,Center,Toddler,211.67
VA,Charlottesville city,2016,Center,Preschool,211.67
VA,Charlottesville city,2017,Family,Infant,146.67
VA,Charlottesville city,2017,Family,Toddler,136.67
VA,Charlottesville city,2017,Family,Preschool,136.67
VA,Charlottesville city,2017,Center,Infant,260
VA,Charlottesville city,2017,Center,Toddler,213.33
VA,Charlottesville city,2017,Center,Preschool,213.33
VA,Charlottesville city,2018,Family,Infant,145
VA,Charlottesville city,2018,Family,Toddler,130
VA,Charlottesville city,2018,Family,Preschool,130
VA,Charlottesville city,2018,Center,Infant,260
VA,Charlottesville city,2018,Center,Toddler,215
VA,Charlottesville city,2018,Center,Preschool,215
VA,Chesapeake city,2009,Family,Infant,137.5
VA,Chesapeake city,2009,Family,Toddler,123.5
VA,Chesapeake city,2009,Family,Preschool,123.5
VA,Chesapeake city,2009,Center,Infant,181.5
VA,Chesapeake city,2009,Center,Toddler,135
VA,Chesapeake city,2009,Center,Preschool,135
VA,Chesapeake city,2010,Family,Infant,135
VA,Chesapeake city,2010,Family,Toddler,119
VA,Chesapeake city,2010,Family,Preschool,119
VA,Chesapeake city,2010,Center,Infant,186
VA,Chesapeake city,2010,Center,Toddler,140
VA,Chesapeake city,2010,Center,Preschool,140
VA,Chesapeake city,2011,Family,Infant,132.5
VA,Chesapeake city,2011,Family,Toddler,114.5
VA,Chesapeake city,2011,Family,Preschool,114.5
VA,Chesapeake city,2011,Center,Infant,190.5
VA,Chesapeake city,2011,Center,Toddler,145
VA,Chesapeake city,2011,Center,Preschool,145
VA,Chesapeake city,2012,Family,Infant,130
VA,Chesapeake city,2012,Family,Toddler,110
VA,Chesapeake city,2012,Family,Preschool,110
VA,Chesapeake city,2012,Center,Infant,195
VA,Chesapeake city,2012,Center,Toddler,150
VA,Chesapeake city,2012,Center,Preschool,150
VA,Chesapeake city,2013,Family,Infant,140
VA,Chesapeake city,2013,Family,Toddler,120
VA,Chesapeake city,2013,Family,Preschool,120
VA,Chesapeake city,2013,Center,Infant,195
VA,Chesapeake city,2013,Center,Toddler,150
VA,Chesapeake city,2013,Center,Preschool,150
VA,Chesapeake city,2014,Family,Infant,150
VA,Chesapeake city,2014,Family,Toddler,130
VA,Chesapeake city,2014,Family,Preschool,130
VA,Chesapeake city,2014,Center,Infant,195
VA,Chesapeake city,2014,Center,Toddler,150
VA,Chesapeake city,2014,Center,Preschool,150
VA,Chesapeake city,2015,Family,Infant,160
VA,Chesapeake city,2015,Family,Toddler,140
VA,Chesapeake city,2015,Family,Preschool,140
VA,Chesapeake city,2015,Center,Infant,195
VA,Chesapeake city,2015,Center,Toddler,150
VA,Chesapeake city,2015,Center,Preschool,150
VA,Chesapeake city,2016,Family,Infant,161.67
VA,Chesapeake city,2016,Family,Toddler,141.67
VA,Chesapeake city,2016,Family,Preschool,141.67
VA,Chesapeake city,2016,Center,Infant,205
VA,Chesapeake city,2016,Center,Toddler,156.67
VA,Chesapeake city,2016,Center,Preschool,156.67
VA,Chesapeake city,2017,Family,Infant,163.33
VA,Chesapeake city,2017,Family,Toddler,143.33
VA,Chesapeake city,2017,Family,Preschool,143.33
VA,Chesapeake city,2017,Center,Infant,215
VA,Chesapeake city,2017,Center,Toddler,163.33
VA,Chesapeake city,2017,Center,Preschool,163.33
VA,Chesapeake city,2018,Family,Infant,165
VA,Chesapeake city,2018,Family,Toddler,145
VA,Chesapeake city,2018,Family,Preschool,145
VA,Chesapeake city,2018,Center,Infant,225
VA,Chesapeake city,2018,Center,Toddler,170
VA,Chesapeake city,2018,Center,Preschool,170
VA,Colonial Heights city,2009,Family,Infant,135
VA,Colonial Heights city,2009,Family,Toddler,120
VA,Colonial Heights city,2009,Family,Preschool,120
VA,Colonial Heights city,2009,Center,Infant,214
VA,Colonial Heights city,2009,Center,Toddler,174.5
VA,Colonial Heights city,2009,Center,Preschool,174.5
VA,Colonial Heights city,2010,Family,Infant,140
VA,Colonial Heights city,2010,Family,Toddler,125
VA,Colonial Heights city,2010,Family,Preschool,125
VA,Colonial Heights city,2010,Center,Infant,219
VA,Colonial Heights city,2010,Center,Toddler,173
VA,Colonial Heights city,2010,Center,Preschool,173
VA,Colonial Heights city,2011,Family,Infant,145
VA,Colonial Heights city,2011,Family,Toddler,130
VA,Colonial Heights city,2011,Family,Preschool,130
VA,Colonial Heights city,2011,Center,Infant,224
VA,Colonial Heights city,2011,Center,Toddler,171.5
VA,Colonial Heights city,2011,Center,Preschool,171.5
VA,Colonial Heights city,2012,Family,Infant,150
VA,Colonial Heights city,2012,Family,Toddler,135
VA,Colonial Heights city,2012,Family,Preschool,135
VA,Colonial Heights city,2012,Center,Infant,229
VA,Colonial Heights city,2012,Center,Toddler,170
VA,Colonial Heights city,2012,Center,Preschool,170
VA,Colonial Heights city,2013,Family,Infant,153.33
VA,Colonial Heights city,2013,Family,Toddler,136.67
VA,Colonial Heights city,2013,Family,Preschool,136.67
VA,Colonial Heights city,2013,Center,Infant,234.33
VA,Colonial Heights city,2013,Center,Toddler,173.33
VA,Colonial Heights city,2013,Center,Preschool,173.33
VA,Colonial Heights city,2014,Family,Infant,156.67
VA,Colonial Heights city,2014,Family,Toddler,138.33
VA,Colonial Heights city,2014,Family,Preschool,138.33
VA,Colonial Heights city,2014,Center,Infant,239.67
VA,Colonial Heights city,2014,Center,Toddler,176.67
VA,Colonial Heights city,2014,Center,Preschool,176.67
VA,Colonial Heights city,2015,Family,Infant,160
VA,Colonial Heights city,2015,Family,Toddler,140
VA,Colonial Heights city,2015,Family,Preschool,140
VA,Colonial Heights city,2015,Center,Infant,245
VA,Colonial Heights city,2015,Center,Toddler,180
VA,Colonial Heights city,2015,Center,Preschool,180
VA,Colonial Heights city,2016,Family,Infant,156.67
VA,Colonial Heights city,2016,Family,Toddler,138.33
VA,Colonial Heights city,2016,Family,Preschool,138.33
VA,Colonial Heights city,2016,Center,Infant,251.67
VA,Colonial Heights city,2016,Center,Toddler,186.67
VA,Colonial Heights city,2016,Center,Preschool,186.67
VA,Colonial Heights city,2017,Family,Infant,153.33
VA,Colonial Heights city,2017,Family,Toddler,136.67
VA,Colonial Heights city,2017,Family,Preschool,136.67
VA,Colonial Heights city,2017,Center,Infant,258.33
VA,Colonial Heights city,2017,Center,Toddler,193.33
VA,Colonial Heights city,2017,Center,Preschool,193.33
VA,Colonial Heights city,2018,Family,Infant,150
VA,Colonial Heights city,2018,Family,Toddler,135
VA,Colonial Heights city,2018,Family,Preschool,135
VA,Colonial Heights city,2018,Center,Infant,265
VA,Colonial Heights city,2018,Center,Toddler,200
VA,Colonial Heights city,2018,Center,Preschool,200
VA,Covington city,2009,Family,Infant,72
VA,Covington city,2009,Family,Toddler,60
VA,Covington city,2009,Family,Preschool,60
VA,Covington city,2009,Center,Infant,108
VA,Covington city,2009,Center,Toddler,82
VA,Covington city,2009,Center,Preschool,82
VA,Covington city,2010,Family,Infant,78
VA,Covington city,2010,Family,Toddler,65
VA,Covington city,2010,Family,Preschool,65
VA,Covington city,2010,Center,Infant,112
VA,Covington city,2010,Center,Toddler,88
VA,Covington city,2010,Center,Preschool,88
VA,Covington city,2011,Family,Infant,84
VA,Covington city,2011,Family,Toddler,70
VA,Covington city,2011,Family,Preschool,70
VA,Covington city,2011,Center,Infant,116
VA,Covington city,2011,Center,Toddler,94
VA,Covington city,2011,Center,Preschool,94
VA,Covington city,2012,Family,Infant,90
VA,Covington city,2012,Family,Toddler,75
VA,Covington city,2012,Family,Preschool,75
VA,Covington city,2012,Center,Infant,120
VA,Covington city,2012,Center,Toddler,100
VA,Covington city,2012,Center,Preschool,100
VA,Covington city,2013,Family,Infant,93.33
VA,Covington city,2013,Family,Toddler,78.33
VA,Covington city,2013,Family,Preschool,78.33
VA,Covington city,2013,Center,Infant,125
VA,Covington city,2013,Center,Toddler,100
VA,Covington city,2013,Center,Preschool,100
VA,Covington city,2014,Family,Infant,96.67
VA,Covington city,2014,Family,Toddler,81.67
VA,Covington city,2014,Family,Preschool,81.67
VA,Covington city,2014,Center,Infant,130
VA,Covington city,2014,Center,Toddler,100
VA,Covington city,2014,Center,Preschool,100
VA,Covington city,2015,Family,Infant,100
VA,Covington city,2015,Family,Toddler,85
VA,Covington city,2015,Family,Preschool,85
VA,Covington city,2015,Center,Infant,135
VA,Covington city,2015,Center,Toddler,100
VA,Covington city,2015,Center,Preschool,100
VA,Covington city,2016,Family,Infant,100
VA,Covington city,2016,Family,Toddler,83.33
VA,Covington city,2016,Family,Preschool,83.33
VA,Covington city,2016,Center,Infant,136.67
VA,Covington city,2016,Center,Toddler,105
VA,Covington city,2016,Center,Preschool,105
VA,Covington city,2017,Family,Infant,100
VA,Covington city,2017,Family,Toddler,81.67
VA,Covington city,2017,Family,Preschool,81.67
VA,Covington city,2017,Center,Infant,138.33
VA,Covington city,2017,Center,Toddler,110
VA,Covington city,2017,Center,Preschool,110
VA,Covington city,2018,Family,Infant,100
VA,Covington city,2018,Family,Toddler,80
VA,Covington city,2018,Family,Preschool,80
VA,Covington city,2018,Center,Infant,140
VA,Covington city,2018,Center,Toddler,115
VA,Covington city,2018,Center,Preschool,115
VA,Danville city,2009,Family,Infant,82.5
VA,Danville city,2009,Family,Toddler,82.5
VA,Danville city,2009,Family,Preschool,82.5
VA,Danville city,2009,Center,Infant,127.5
VA,Danville city,2009,Center,Toddler,76
VA,Danville city,2009,Center,Preschool,76
VA,Danville city,2010,Family,Infant,80
VA,Danville city,2010,Family,Toddler,75
VA,Danville city,2010,Family,Preschool,75
VA,Danville city,2010,Center,Infant,125
VA,Danville city,2010,Center,Toddler,85
VA,Danville city,2010,Center,Preschool,85
VA,Danville city,2011,Family,Infant,77.5
VA,Danville city,2011,Family,Toddler,67.5
VA,Danville city,2011,Family,Preschool,67.5
VA,Danville city,2011,Center,Infant,122.5
VA,Danville city,2011,Center,Toddler,94
VA,Danville city,2011,Center,Preschool,94
VA,Danville city,2012,Family,Infant,75
VA,Danville city,2012,Family,Toddler,60
VA,Danville city,2012,Family,Preschool,60
VA,Danville city,2012,Center,Infant,120
VA,Danville city,2012,Center,Toddler,103
VA,Danville city,2012,Center,Preschool,103
VA,Danville city,2013,Family,Infant,83.33
VA,Danville city,2013,Family,Toddler,65
VA,Danville city,2013,Family,Preschool,65
VA,Danville city,2013,Center,Infant,125
VA,Danville city,2013,Center,Toddler,103.67
VA,Danville city,2013,Center,Preschool,103.67
VA,Danville city,2014,Family,Infant,91.67
VA,Danville city,2014,Family,Toddler,70
VA,Danville city,2014,Family,Preschool,70
VA,Danville city,2014,Center,Infant,130
VA,Danville city,2014,Center,Toddler,104.33
VA,Danville city,2014,Center,Preschool,104.33
VA,Danville city,2015,Family,Infant,100
VA,Danville city,2015,Family,Toddler,75
VA,Danville city,2015,Family,Preschool,75
VA,Danville city,2015,Center,Infant,135
VA,Danville city,2015,Center,Toddler,105
VA,Danville city,2015,Center,Preschool,105
VA,Danville city,2016,Family,Infant,100
VA,Danville city,2016,Family,Toddler,75
VA,Danville city,2016,Family,Preschool,75
VA,Danville city,2016,Center,Infant,135
VA,Danville city,2016,Center,Toddler,110
VA,Danville city,2016,Center,Preschool,110
VA,Danville city,2017,Family,Infant,100
VA,Danville city,2017,Family,Toddler,75
VA,Danville city,2017,Family,Preschool,75
VA,Danville city,2017,Center,Infant,135
VA,Danville city,2017,Center,Toddler,115
VA,Danville city,2017,Center,Preschool,115
VA,Danville city,2018,Family,Infant,100
VA,Danville city,2018,Family,Toddler,75
VA,Danville city,2018,Family,Preschool,75
VA,Danville city,2018,Center,Infant,135
VA,Danville city,2018,Center,Toddler,120
VA,Danville city,2018,Center,Preschool,120
VA,Emporia city,2009,Family,Infant,73.5
VA,Emporia city,2009,Family,Toddler,60
VA,Emporia city,2009,Family,Preschool,60
VA,Emporia city,2009,Center,Infant,101.5
VA,Emporia city,2009,Center,Toddler,73
VA,Emporia city,2009,Center,Preschool,73
VA,Emporia city,2010,Family,Infant,80
VA,Emporia city,2010,Family,Toddler,65
VA,Emporia city,2010,Family,Preschool,65
VA,Emporia city,2010,Center,Infant,115
VA,Emporia city,2010,Center,Toddler,86
VA,Emporia city,2010,Center,Preschool,86
VA,Emporia city,2011,Family,Infant,86.5
VA,Emporia city,2011,Family,Toddler,70
VA,Emporia city,2011,Family,Preschool,70
VA,Emporia city,2011,Center,Infant,128.5
VA,Emporia city,2011,Center,Toddler,99
VA,Emporia city,2011,Center,Preschool,99
VA,Emporia city,2012,Family,Infant,93
VA,Emporia city,2012,Family,Toddler,75
VA,Emporia city,2012,Family,Preschool,75
VA,Emporia city,2012,Center,Infant,142
VA,Emporia city,2012,Center,Toddler,112
VA,Emporia city,2012,Center,Preschool,112
VA,Emporia city,2013,Family,Infant,103.67
VA,Emporia city,2013,Family,Toddler,83.33
VA,Emporia city,2013,Family,Preschool,83.33
VA,Emporia city,2013,Center,Infant,146.33
VA,Emporia city,2013,Center,Toddler,111.33
VA,Emporia city,2013,Center,Preschool,111.33
VA,Emporia city,2014,Family,Infant,114.33
VA,Emporia city,2014,Family,Toddler,91.67
VA,Emporia city,2014,Family,Preschool,91.67
VA,Emporia city,2014,Center,Infant,150.67
VA,Emporia city,2014,Center,Toddler,110.67
VA,Emporia city,2014,Center,Preschool,110.67
VA,Emporia city,2015,Family,Infant,125
VA,Emporia city,2015,Family,Toddler,100
VA,Emporia city,2015,Family,Preschool,100
VA,Emporia city,2015,Center,Infant,155
VA,Emporia city,2015,Center,Toddler,110
VA,Emporia city,2015,Center,Preschool,110
VA,Emporia city,2016,Family,Infant,128.33
VA,Emporia city,2016,Family,Toddler,105
VA,Emporia city,2016,Family,Preschool,105
VA,Emporia city,2016,Center,Infant,160
VA,Emporia city,2016,Center,Toddler,116.67
VA,Emporia city,2016,Center,Preschool,116.67
VA,Emporia city,2017,Family,Infant,131.67
VA,Emporia city,2017,Family,Toddler,110
VA,Emporia city,2017,Family,Preschool,110
VA,Emporia city,2017,Center,Infant,165
VA,Emporia city,2017,Center,Toddler,123.33
VA,Emporia city,2017,Center,Preschool,123.33
VA,Emporia city,2018,Family,Infant,135
VA,Emporia city,2018,Family,Toddler,115
VA,Emporia city,2018,Family,Preschool,115
VA,Emporia city,2018,Center,Infant,170
VA,Emporia city,2018,Center,Toddler,130
VA,Emporia city,2018,Center,Preschool,130
VA,Fairfax city,2009,Family,Infant,190
VA,Fairfax city,2009,Family,Toddler,185
VA,Fairfax city,2009,Family,Preschool,185
VA,Fairfax city,2009,Center,Infant,302
VA,Fairfax city,2009,Center,Toddler,245.5
VA,Fairfax city,2009,Center,Preschool,245.5
VA,Fairfax city,2010,Family,Infant,200
VA,Fairfax city,2010,Family,Toddler,185
VA,Fairfax city,2010,Family,Preschool,185
VA,Fairfax city,2010,Center,Infant,306
VA,Fairfax city,2010,Center,Toddler,252
VA,Fairfax city,2010,Center,Preschool,252
VA,Fairfax city,2011,Family,Infant,210
VA,Fairfax city,2011,Family,Toddler,185
VA,Fairfax city,2011,Family,Preschool,185
VA,Fairfax city,2011,Center,Infant,310
VA,Fairfax city,2011,Center,Toddler,258.5
VA,Fairfax city,2011,Center,Preschool,258.5
VA,Fairfax city,2012,Family,Infant,220
VA,Fairfax city,2012,Family,Toddler,185
VA,Fairfax city,2012,Family,Preschool,185
VA,Fairfax city,2012,Center,Infant,314
VA,Fairfax city,2012,Center,Toddler,265
VA,Fairfax city,2012,Center,Preschool,265
VA,Fairfax city,2013,Family,Infant,230
VA,Fairfax city,2013,Family,Toddler,190
VA,Fairfax city,2013,Family,Preschool,190
VA,Fairfax city,2013,Center,Infant,322.67
VA,Fairfax city,2013,Center,Toddler,273.33
VA,Fairfax city,2013,Center,Preschool,273.33
VA,Fairfax city,2014,Family,Infant,240
VA,Fairfax city,2014,Family,Toddler,195
VA,Fairfax city,2014,Family,Preschool,195
VA,Fairfax city,2014,Center,Infant,331.33
VA,Fairfax city,2014,Center,Toddler,281.67
VA,Fairfax city,2014,Center,Preschool,281.67
VA,Fairfax city,2015,Family,Infant,250
VA,Fairfax city,2015,Family,Toddler,200
VA,Fairfax city,2015,Family,Preschool,200
VA,Fairfax city,2015,Center,Infant,340
VA,Fairfax city,2015,Center,Toddler,290
VA,Fairfax city,2015,Center,Preschool,290
VA,Fairfax city,2016,Family,Infant,250
VA,Fairfax city,2016,Family,Toddler,206.67
VA,Fairfax city,2016,Family,Preschool,206.67
VA,Fairfax city,2016,Center,Infant,351.67
VA,Fairfax city,2016,Center,Toddler,298.33
VA,Fairfax city,2016,Center,Preschool,298.33
VA,Fairfax city,2017,Family,Infant,250
VA,Fairfax city,2017,Family,Toddler,213.33
VA,Fairfax city,2017,Family,Preschool,213.33
VA,Fairfax city,2017,Center,Infant,363.33
VA,Fairfax city,2017,Center,Toddler,306.67
VA,Fairfax city,2017,Center,Preschool,306.67
VA,Fairfax city,2018,Family,Infant,250
VA,Fairfax city,2018,Family,Toddler,220
VA,Fairfax city,2018,Family,Preschool,220
VA,Fairfax city,2018,Center,Infant,375
VA,Fairfax city,2018,Center,Toddler,315
VA,Fairfax city,2018,Center,Preschool,315
VA,Falls Church city,2009,Family,Infant,190
VA,Falls Church city,2009,Family,Toddler,185
VA,Falls Church city,2009,Family,Preschool,185
VA,Falls Church city,2009,Center,Infant,302
VA,Falls Church city,2009,Center,Toddler,245.5
VA,Falls Church city,2009,Center,Preschool,245.5
VA,Falls Church city,2010,Family,Infant,200
VA,Falls Church city,2010,Family,Toddler,185
VA,Falls Church city,2010,Family,Preschool,185
VA,Falls Church city,2010,Center,Infant,306
VA,Falls Church city,2010,Center,Toddler,252
VA,Falls Church city,2010,Center,Preschool,252
VA,Falls Church city,2011,Family,Infant,210
VA,Falls Church city,2011,Family,Toddler,185
VA,Falls Church city,2011,Family,Preschool,185
VA,Falls Church city,2011,Center,Infant,310
VA,Falls Church city,2011,Center,Toddler,258.5
VA,Falls Church city,2011,Center,Preschool,258.5
VA,Falls Church city,2012,Family,Infant,220
VA,Falls Church city,2012,Family,Toddler,185
VA,Falls Church city,2012,Family,Preschool,185
VA,Falls Church city,2012,Center,Infant,314
VA,Falls Church city,2012,Center,Toddler,265
VA,Falls Church city,2012,Center,Preschool,265
VA,Falls Church city,2013,Family,Infant,230
VA,Falls Church city,2013,Family,Toddler,190
VA,Falls Church city,2013,Family,Preschool,190
VA,Falls Church city,2013,Center,Infant,322.67
VA,Falls Church city,2013,Center,Toddler,273.33
VA,Falls Church city,2013,Center,Preschool,273.33
VA,Falls Church city,2014,Family,Infant,240
VA,Falls Church city,2014,Family,Toddler,195
VA,Falls Church city,2014,Family,Preschool,195
VA,Falls Church city,2014,Center,Infant,331.33
VA,Falls Church city,2014,Center,Toddler,281.67
VA,Falls Church city,2014,Center,Preschool,281.67
VA,Falls Church city,2015,Family,Infant,250
VA,Falls Church city,2015,Family,Toddler,200
VA,Falls Church city,2015,Family,Preschool,200
VA,Falls Church city,2015,Center,Infant,340
VA,Falls Church city,2015,Center,Toddler,290
VA,Falls Church city,2015,Center,Preschool,290
VA,Falls Church city,2016,Family,Infant,250
VA,Falls Church city,2016,Family,Toddler,206.67
VA,Falls Church city,2016,Family,Preschool,206.67
VA,Falls Church city,2016,Center,Infant,351.67
VA,Falls Church city,2016,Center,Toddler,298.33
VA,Falls Church city,2016,Center,Preschool,298.33
VA,Falls Church city,2017,Family,Infant,250
VA,Falls Church city,2017,Family,Toddler,213.33
VA,Falls Church city,2017,Family,Preschool,213.33
VA,Falls Church city,2017,Center,Infant,363.33
VA,Falls Church city,2017,Center,Toddler,306.67
VA,Falls Church city,2017,Center,Preschool,306.67
VA,Falls Church city,2018,Family,Infant,250
VA,Falls Church city,2018,Family,Toddler,220
VA,Falls Church city,2018,Family,Preschool,220
VA,Falls Church city,2018,Center,Infant,375
VA,Falls Church city,2018,Center,Toddler,315
VA,Falls Church city,2018,Center,Preschool,315
VA,Franklin city,2009,Family,Infant,108.5
VA,Franklin city,2009,Family,Toddler,88.5
VA,Franklin city,2009,Family,Preschool,88.5
VA,Franklin city,2009,Center,Infant,149
VA,Franklin city,2009,Center,Toddler,105
VA,Franklin city,2009,Center,Preschool,105
VA,Franklin city,2010,Family,Infant,100
VA,Franklin city,2010,Family,Toddler,85
VA,Franklin city,2010,Family,Preschool,85
VA,Franklin city,2010,Center,Infant,148
VA,Franklin city,2010,Center,Toddler,110
VA,Franklin city,2010,Center,Preschool,110
VA,Franklin city,2011,Family,Infant,91.5
VA,Franklin city,2011,Family,Toddler,81.5
VA,Franklin city,2011,Family,Preschool,81.5
VA,Franklin city,2011,Center,Infant,147
VA,Franklin city,2011,Center,Toddler,115
VA,Franklin city,2011,Center,Preschool,115
VA,Franklin city,2012,Family,Infant,83
VA,Franklin city,2012,Family,Toddler,78
VA,Franklin city,2012,Family,Preschool,78
VA,Franklin city,2012,Center,Infant,146
VA,Franklin city,2012,Center,Toddler,120
VA,Franklin city,2012,Center,Preschool,120
VA,Franklin city,2013,Family,Infant,105.33
VA,Franklin city,2013,Family,Toddler,85.33
VA,Franklin city,2013,Family,Preschool,85.33
VA,Franklin city,2013,Center,Infant,149
VA,Franklin city,2013,Center,Toddler,123.33
VA,Franklin city,2013,Center,Preschool,123.33
VA,Franklin city,2014,Family,Infant,127.67
VA,Franklin city,2014,Family,Toddler,92.67
VA,Franklin city,2014,Family,Preschool,92.67
VA,Franklin city,2014,Center,Infant,152
VA,Franklin city,2014,Center,Toddler,126.67
VA,Franklin city,2014,Center,Preschool,126.67
VA,Franklin city,2015,Family,Infant,150
VA,Franklin city,2015,Family,Toddler,100
VA,Franklin city,2015,Family,Preschool,100
VA,Franklin city,2015,Center,Infant,155
VA,Franklin city,2015,Center,Toddler,130
VA,Franklin city,2015,Center,Preschool,130
VA,Franklin city,2016,Family,Infant,141.67
VA,Franklin city,2016,Family,Toddler,93.33
VA,Franklin city,2016,Family,Preschool,93.33
VA,Franklin city,2016,Center,Infant,158.33
VA,Franklin city,2016,Center,Toddler,135
VA,Franklin city,2016,Center,Preschool,135
VA,Franklin city,2017,Family,Infant,133.33
VA,Franklin city,2017,Family,Toddler,86.67
VA,Franklin city,2017,Family,Preschool,86.67
VA,Franklin city,2017,Center,Infant,161.67
VA,Franklin city,2017,Center,Toddler,140
VA,Franklin city,2017,Center,Preschool,140
VA,Franklin city,2018,Family,Infant,125
VA,Franklin city,2018,Family,Toddler,80
VA,Franklin city,2018,Family,Preschool,80
VA,Franklin city,2018,Center,Infant,165
VA,Franklin city,2018,Center,Toddler,145
VA,Franklin city,2018,Center,Preschool,145
VA,Fredericksburg city,2009,Family,Infant,142.5
VA,Fredericksburg city,2009,Family,Toddler,125
VA,Fredericksburg city,2009,Family,Preschool,125
VA,Fredericksburg city,2009,Center,Infant,175
VA,Fredericksburg city,2009,Center,Toddler,102
VA,Fredericksburg city,2009,Center,Preschool,102
VA,Fredericksburg city,2010,Family,Infant,145
VA,Fredericksburg city,2010,Family,Toddler,125
VA,Fredericksburg city,2010,Family,Preschool,125
VA,Fredericksburg city,2010,Center,Infant,180
